rho,eta,c,mu,loss
0.05,0.18,0.08,0.44,0.04077373
0.05,0.18,0.08,0.45,0.02575481
0.05,0.18,0.08,0.46,0.04519102
0.05,0.18,0.08,0.47,0.048516955
0.05,0.18,0.08,0.48,0.018171491
0.05,0.18,0.08,0.49,0.015083518
0.05,0.18,0.08,0.5,0.035358742
0.05,0.18,0.08,0.51,0.048848886
0.05,0.18,0.08,0.52,0.025881315
0.05,0.18,0.08,0.53,0.02337658
0.05,0.18,0.08,0.54,0.040697273
0.05,0.18,0.08,0.56,0.044552978
0.05,0.18,0.08,0.57,0.02809818
0.05,0.18,0.08,0.58,0.022642858
0.05,0.18,0.08,0.59,0.04382157
0.05,0.18,0.08,0.61,0.04634663
0.05,0.18,0.09,0.43,0.028960716
0.05,0.18,0.09,0.45,0.0437224
0.05,0.18,0.09,0.48,0.046639737
0.05,0.18,0.09,0.5,0.049950063
0.05,0.18,0.09,0.51,0.034158047
0.05,0.18,0.09,0.52,0.043724462
0.05,0.18,0.09,0.54,0.033153005
0.05,0.18,0.09,0.55,0.027097024
0.05,0.18,0.09,0.57,0.046032276
0.05,0.18,0.09,0.59,0.044024173
0.05,0.18,0.1,0.46,0.046475127
0.05,0.18,0.1,0.49,0.035841584
0.05,0.18,0.1,0.52,0.049972054
0.05,0.18,0.1,0.54,0.043762904
0.05,0.18,0.1,0.55,0.042629637
0.05,0.18,0.1,0.57,0.044029817
0.05,0.18,0.11,0.45,0.047715947
0.05,0.18,0.11,0.47,0.034878522
0.05,0.18,0.11,0.5,0.04028266
0.05,0.18,0.11,0.51,0.049138315
0.05,0.18,0.11,0.6,0.044565525
0.05,0.18,0.12,0.49,0.043084025
0.05,0.18,0.12,0.57,0.04381508
0.05,0.18,0.12,0.58,0.048648342
0.05,0.18,0.12,0.59,0.041484933
0.05,0.19,0.0,0.55,0.04831725
0.05,0.19,0.01,0.47,0.041991558
0.05,0.19,0.01,0.5,0.049182564
0.05,0.19,0.01,0.52,0.033966646
0.05,0.19,0.01,0.53,0.04643195
0.05,0.19,0.02,0.45,0.048755992
0.05,0.19,0.02,0.47,0.045266822
0.05,0.19,0.02,0.49,0.03374231
0.05,0.19,0.02,0.5,0.03753218
0.05,0.19,0.02,0.51,0.018926525
0.05,0.19,0.02,0.52,0.04083206
0.05,0.19,0.02,0.53,0.03951374
0.05,0.19,0.02,0.54,0.049144812
0.05,0.19,0.02,0.57,0.04221673
0.05,0.19,0.02,0.62,0.04959568
0.05,0.19,0.03,0.45,0.033422958
0.05,0.19,0.03,0.46,0.048648484
0.05,0.19,0.03,0.47,0.047583237
0.05,0.19,0.03,0.49,0.02648097
0.05,0.19,0.03,0.51,0.047442805
0.05,0.19,0.03,0.52,0.0335183
0.05,0.19,0.03,0.53,0.020962195
0.05,0.19,0.03,0.55,0.03867722
0.05,0.19,0.03,0.56,0.030915622
0.05,0.19,0.04,0.46,0.03516336
0.05,0.19,0.04,0.47,0.02440842
0.05,0.19,0.04,0.48,0.028621105
0.05,0.19,0.04,0.49,0.03245101
0.05,0.19,0.04,0.5,0.025438452
0.05,0.19,0.04,0.51,0.03791866
0.05,0.19,0.04,0.52,0.01775078
0.05,0.19,0.04,0.53,0.041704647
0.05,0.19,0.04,0.55,0.042086612
0.05,0.19,0.04,0.56,0.026259154
0.05,0.19,0.04,0.57,0.026684556
0.05,0.19,0.04,0.58,0.044795673
0.05,0.19,0.04,0.59,0.04842075
0.05,0.19,0.05,0.45,0.048589356
0.05,0.19,0.05,0.46,0.035198223
0.05,0.19,0.05,0.47,0.031407837
0.05,0.19,0.05,0.48,0.01153462
0.05,0.19,0.05,0.49,0.028211584
0.05,0.19,0.05,0.5,0.032408737
0.05,0.19,0.05,0.51,0.0030536933
0.05,0.19,0.05,0.52,0.008297197
0.05,0.19,0.05,0.53,0.028050503
0.05,0.19,0.05,0.54,0.033427056
0.05,0.19,0.05,0.55,0.038719255
0.05,0.19,0.05,0.56,0.018472256
0.05,0.19,0.05,0.57,0.02691326
0.05,0.19,0.05,0.58,0.029075995
0.05,0.19,0.05,0.6,0.04302839
0.05,0.19,0.05,0.61,0.04965118
0.05,0.19,0.06,0.43,0.040874798
0.05,0.19,0.06,0.44,0.048836946
0.05,0.19,0.06,0.45,0.038611624
0.05,0.19,0.06,0.49,0.022320952
0.05,0.19,0.06,0.5,0.014658573
0.05,0.19,0.06,0.52,0.015675591
0.05,0.19,0.06,0.53,0.016408732
0.05,0.19,0.06,0.55,0.015716827
0.05,0.19,0.06,0.57,0.048864316
0.05,0.19,0.06,0.58,0.014774882
0.05,0.19,0.06,0.59,0.04406489
0.05,0.19,0.07,0.46,0.036591426
0.05,0.19,0.07,0.48,0.029510358
0.05,0.19,0.07,0.49,0.037392914
0.05,0.19,0.07,0.5,0.037028316
0.05,0.19,0.07,0.51,0.047533724
0.05,0.19,0.07,0.52,0.04503146
0.05,0.19,0.07,0.53,0.023817062
0.05,0.19,0.07,0.54,0.023257045
0.05,0.19,0.07,0.56,0.033829927
0.05,0.19,0.07,0.62,0.04712447
0.05,0.19,0.08,0.44,0.047444865
0.05,0.19,0.08,0.48,0.016215812
0.05,0.19,0.08,0.49,0.03519932
0.05,0.19,0.08,0.5,0.03761115
0.05,0.19,0.08,0.51,0.035248566
0.05,0.19,0.08,0.52,0.04052566
0.05,0.19,0.08,0.53,0.027675867
0.05,0.19,0.08,0.54,0.039969504
0.05,0.19,0.08,0.55,0.026518935
0.05,0.19,0.08,0.57,0.042649154
0.05,0.19,0.08,0.58,0.0107792085
0.05,0.19,0.09,0.46,0.033761617
0.05,0.19,0.09,0.49,0.02565956
0.05,0.19,0.09,0.5,0.033167984
0.05,0.19,0.09,0.51,0.033926904
0.05,0.19,0.09,0.52,0.032033738
0.05,0.19,0.09,0.53,0.02882916
0.05,0.19,0.09,0.54,0.04544965
0.05,0.19,0.09,0.56,0.045426775
0.05,0.19,0.09,0.6,0.034043126
0.05,0.19,0.1,0.41,0.049157575
0.05,0.19,0.1,0.46,0.037255537
0.05,0.19,0.1,0.47,0.04781121
0.05,0.19,0.1,0.52,0.0417216
0.05,0.19,0.1,0.53,0.035062533
0.05,0.19,0.1,0.54,0.033364948
0.05,0.19,0.1,0.57,0.038684238
0.05,0.19,0.1,0.61,0.037008222
0.05,0.19,0.11,0.5,0.04048279
0.05,0.19,0.11,0.52,0.048437845
0.05,0.19,0.11,0.53,0.04554614
0.05,0.19,0.11,0.58,0.04958847
0.05,0.2,0.0,0.51,0.022745721
0.05,0.2,0.0,0.52,0.043613717
0.05,0.2,0.0,0.56,0.042780038
0.05,0.2,0.01,0.49,0.034878686
0.05,0.2,0.01,0.51,0.04741333
0.05,0.2,0.01,0.53,0.039855063
0.05,0.2,0.01,0.56,0.048348792
0.05,0.2,0.02,0.48,0.02917831
0.05,0.2,0.02,0.49,0.043345653
0.05,0.2,0.02,0.5,0.028695684
0.05,0.2,0.02,0.51,0.04188089
0.05,0.2,0.02,0.53,0.0364379
0.05,0.2,0.02,0.55,0.04751315
0.05,0.2,0.02,0.56,0.048827894
0.05,0.2,0.03,0.46,0.043952838
0.05,0.2,0.03,0.47,0.024618136
0.05,0.2,0.03,0.5,0.02221463
0.05,0.2,0.03,0.51,0.03722802
0.05,0.2,0.03,0.52,0.045241304
0.05,0.2,0.03,0.57,0.03749755
0.05,0.2,0.04,0.48,0.025567135
0.05,0.2,0.04,0.5,0.04500205
0.05,0.2,0.04,0.53,0.020988768
0.05,0.2,0.04,0.54,0.039738797
0.05,0.2,0.04,0.55,0.04252406
0.05,0.2,0.04,0.57,0.03517136
0.05,0.2,0.05,0.41,0.027661238
0.05,0.2,0.05,0.45,0.040968772
0.05,0.2,0.05,0.46,0.045400172
0.05,0.2,0.05,0.47,0.020166054
0.05,0.2,0.05,0.48,0.009373979
0.05,0.2,0.05,0.5,0.015574254
0.05,0.2,0.05,0.51,0.036926735
0.05,0.2,0.05,0.52,0.04462983
0.05,0.2,0.05,0.53,0.04090419
0.05,0.2,0.05,0.54,0.023056015
0.05,0.2,0.05,0.56,0.04780859
0.05,0.2,0.05,0.59,0.03151271
0.05,0.2,0.05,0.62,0.032422237
0.05,0.2,0.06,0.44,0.03117076
0.05,0.2,0.06,0.45,0.030768504
0.05,0.2,0.06,0.46,0.037524223
0.05,0.2,0.06,0.47,0.027295107
0.05,0.2,0.06,0.48,0.03668881
0.05,0.2,0.06,0.49,0.030238194
0.05,0.2,0.06,0.5,0.024276298
0.05,0.2,0.06,0.51,0.02811365
0.05,0.2,0.06,0.52,0.042844806
0.05,0.2,0.06,0.53,0.015504697
0.05,0.2,0.06,0.54,0.023261249
0.05,0.2,0.06,0.55,0.02677053
0.05,0.2,0.06,0.56,0.025293171
0.05,0.2,0.06,0.58,0.049544156
0.05,0.2,0.06,0.59,0.026101595
0.05,0.2,0.07,0.44,0.028580608
0.05,0.2,0.07,0.46,0.037062746
0.05,0.2,0.07,0.47,0.036905747
0.05,0.2,0.07,0.48,0.01920905
0.05,0.2,0.07,0.49,0.020825557
0.05,0.2,0.07,0.5,0.03555874
0.05,0.2,0.07,0.53,0.041761212
0.05,0.2,0.07,0.54,0.03302498
0.05,0.2,0.07,0.55,0.04161688
0.05,0.2,0.07,0.56,0.03107727
0.05,0.2,0.07,0.57,0.033222757
0.05,0.2,0.08,0.45,0.0466577
0.05,0.2,0.08,0.47,0.04532842
0.05,0.2,0.08,0.49,0.04092735
0.05,0.2,0.08,0.5,0.02463168
0.05,0.2,0.08,0.51,0.026115587
0.05,0.2,0.08,0.52,0.040069003
0.05,0.2,0.08,0.54,0.01933152
0.05,0.2,0.08,0.55,0.047076136
0.05,0.2,0.08,0.57,0.040456425
0.05,0.2,0.08,0.59,0.02517971
0.05,0.2,0.08,0.6,0.0412767
0.05,0.2,0.08,0.61,0.047984734
0.05,0.2,0.09,0.44,0.044718176
0.05,0.2,0.09,0.48,0.019610671
0.05,0.2,0.09,0.49,0.042051088
0.05,0.2,0.09,0.52,0.022768257
0.05,0.2,0.09,0.53,0.03684945
0.05,0.2,0.09,0.58,0.036965813
0.05,0.2,0.1,0.49,0.042416893
0.05,0.2,0.1,0.56,0.048607085
0.05,0.2,0.11,0.56,0.04743546
0.05,0.2,0.11,0.58,0.040986903
0.05,0.2,0.11,0.62,0.044499397
0.05,0.21,0.01,0.47,0.039145
0.05,0.21,0.01,0.52,0.043330174
0.05,0.21,0.01,0.53,0.045734297
0.05,0.21,0.02,0.44,0.04729788
0.05,0.21,0.02,0.46,0.029164387
0.05,0.21,0.02,0.5,0.020269735
0.05,0.21,0.02,0.52,0.049028046
0.05,0.21,0.02,0.53,0.044909008
0.05,0.21,0.02,0.54,0.04700284
0.05,0.21,0.03,0.44,0.037190415
0.05,0.21,0.03,0.49,0.03587007
0.05,0.21,0.03,0.5,0.035180535
0.05,0.21,0.03,0.52,0.049787056
0.05,0.21,0.03,0.53,0.04911825
0.05,0.21,0.03,0.54,0.03348825
0.05,0.21,0.03,0.56,0.046614643
0.05,0.21,0.03,0.57,0.044787087
0.05,0.21,0.03,0.58,0.026172066
0.05,0.21,0.03,0.6,0.040994868
0.05,0.21,0.04,0.45,0.0350927
0.05,0.21,0.04,0.46,0.026734032
0.05,0.21,0.04,0.48,0.0035795865
0.05,0.21,0.04,0.49,0.040660687
0.05,0.21,0.04,0.5,0.037734535
0.05,0.21,0.04,0.51,0.02567667
0.05,0.21,0.04,0.52,0.024885107
0.05,0.21,0.04,0.53,0.04688904
0.05,0.21,0.04,0.54,0.027421754
0.05,0.21,0.04,0.55,0.027037019
0.05,0.21,0.05,0.46,0.034044877
0.05,0.21,0.05,0.49,0.0068281293
0.05,0.21,0.05,0.52,0.023096789
0.05,0.21,0.05,0.55,0.03186609
0.05,0.21,0.05,0.56,0.030333815
0.05,0.21,0.06,0.45,0.04051225
0.05,0.21,0.06,0.46,0.014366598
0.05,0.21,0.06,0.48,0.012698766
0.05,0.21,0.06,0.5,0.024745075
0.05,0.21,0.06,0.51,0.011513162
0.05,0.21,0.06,0.52,0.011833395
0.05,0.21,0.06,0.54,0.036741465
0.05,0.21,0.06,0.56,0.042018913
0.05,0.21,0.07,0.46,0.0235252
0.05,0.21,0.07,0.47,0.042881906
0.05,0.21,0.07,0.49,0.007917124
0.05,0.21,0.07,0.52,0.019118745
0.05,0.21,0.07,0.53,0.027748367
0.05,0.21,0.07,0.54,0.038642183
0.05,0.21,0.07,0.57,0.014063704
0.05,0.21,0.08,0.44,0.031086057
0.05,0.21,0.08,0.45,0.03409354
0.05,0.21,0.08,0.48,0.03733426
0.05,0.21,0.08,0.5,0.032920174
0.05,0.21,0.08,0.52,0.0461597
0.05,0.21,0.08,0.53,0.022305971
0.05,0.21,0.08,0.55,0.042511374
0.05,0.21,0.08,0.56,0.036698483
0.05,0.21,0.08,0.58,0.042337954
0.05,0.21,0.08,0.59,0.017713113
0.05,0.21,0.08,0.6,0.043377075
0.05,0.21,0.09,0.48,0.035926335
0.05,0.21,0.09,0.49,0.042284776
0.05,0.21,0.09,0.51,0.034932442
0.05,0.21,0.09,0.52,0.049160875
0.05,0.21,0.09,0.53,0.047931872
0.05,0.21,0.1,0.54,0.039690886
0.05,0.21,0.1,0.55,0.024701407
0.05,0.21,0.1,0.57,0.045446683
0.05,0.21,0.11,0.45,0.04383324
0.05,0.21,0.11,0.47,0.04876622
0.05,0.22,0.0,0.5,0.04967715
0.05,0.22,0.0,0.52,0.04432534
0.05,0.22,0.02,0.46,0.028278183
0.05,0.22,0.02,0.48,0.032309163
0.05,0.22,0.02,0.51,0.038045205
0.05,0.22,0.02,0.58,0.04564083
0.05,0.22,0.03,0.44,0.049435463
0.05,0.22,0.03,0.47,0.046423756
0.05,0.22,0.03,0.48,0.037585612
0.05,0.22,0.03,0.5,0.043509603
0.05,0.22,0.03,0.51,0.04750173
0.05,0.22,0.03,0.52,0.01883479
0.05,0.22,0.03,0.53,0.021580938
0.05,0.22,0.03,0.55,0.04933364
0.05,0.22,0.03,0.56,0.02875029
0.05,0.22,0.04,0.44,0.028802915
0.05,0.22,0.04,0.45,0.04811286
0.05,0.22,0.04,0.48,0.043782968
0.05,0.22,0.04,0.5,0.043406535
0.05,0.22,0.04,0.51,0.02377987
0.05,0.22,0.04,0.52,0.01113495
0.05,0.22,0.04,0.55,0.03968558
0.05,0.22,0.05,0.44,0.03409209
0.05,0.22,0.05,0.45,0.0283238
0.05,0.22,0.05,0.5,0.038052265
0.05,0.22,0.05,0.52,0.016339105
0.05,0.22,0.05,0.53,0.024324888
0.05,0.22,0.05,0.6,0.028927762
0.05,0.22,0.06,0.38,0.04228213
0.05,0.22,0.06,0.41,0.047466546
0.05,0.22,0.06,0.49,0.0080089765
0.05,0.22,0.06,0.5,0.020934878
0.05,0.22,0.06,0.51,0.033415593
0.05,0.22,0.06,0.53,0.040945712
0.05,0.22,0.06,0.57,0.019098345
0.05,0.22,0.06,0.59,0.04240823
0.05,0.22,0.07,0.42,0.044038262
0.05,0.22,0.07,0.44,0.02931989
0.05,0.22,0.07,0.47,0.049999364
0.05,0.22,0.07,0.49,0.026913268
0.05,0.22,0.07,0.5,0.02399169
0.05,0.22,0.07,0.54,0.020004302
0.05,0.22,0.08,0.44,0.0309094
0.05,0.22,0.08,0.47,0.048336055
0.05,0.22,0.08,0.48,0.047877036
0.05,0.22,0.08,0.53,0.029106908
0.05,0.22,0.08,0.54,0.023551075
0.05,0.22,0.09,0.49,0.04475509
0.05,0.22,0.09,0.52,0.033852357
0.05,0.22,0.09,0.63,0.045232672
0.05,0.23,0.0,0.47,0.04761259
0.05,0.23,0.01,0.46,0.030641943
0.05,0.23,0.01,0.47,0.04015694
0.05,0.23,0.01,0.53,0.048372224
0.05,0.23,0.02,0.51,0.049944583
0.05,0.23,0.03,0.43,0.04809815
0.05,0.23,0.03,0.46,0.037656404
0.05,0.23,0.03,0.48,0.049383327
0.05,0.23,0.03,0.49,0.03801213
0.05,0.23,0.03,0.51,0.04590365
0.05,0.23,0.03,0.52,0.040402725
0.05,0.23,0.03,0.54,0.04051656
0.05,0.23,0.04,0.46,0.012493885
0.05,0.23,0.04,0.5,0.045637097
0.05,0.23,0.04,0.51,0.03384662
0.05,0.23,0.04,0.52,0.027365256
0.05,0.23,0.04,0.56,0.03244137
0.05,0.23,0.05,0.42,0.04741197
0.05,0.23,0.05,0.44,0.03995071
0.05,0.23,0.05,0.45,0.045347605
0.05,0.23,0.05,0.5,0.039214525
0.05,0.23,0.05,0.55,0.012583232
0.05,0.23,0.05,0.56,0.040090743
0.05,0.23,0.05,0.57,0.048803106
0.05,0.23,0.06,0.43,0.04933398
0.05,0.23,0.06,0.45,0.034107797
0.05,0.23,0.06,0.47,0.049984045
0.05,0.23,0.06,0.58,0.047586028
0.05,0.23,0.07,0.45,0.036060195
0.05,0.23,0.07,0.46,0.032415155
0.05,0.23,0.07,0.49,0.046837687
0.05,0.23,0.07,0.6,0.047872316
0.05,0.23,0.08,0.47,0.037074015
0.05,0.23,0.08,0.51,0.041952293
0.05,0.23,0.08,0.54,0.045189403
0.05,0.23,0.08,0.55,0.030893972
0.05,0.23,0.08,0.57,0.037732318
0.05,0.23,0.09,0.52,0.03424362
0.05,0.23,0.09,0.53,0.047452383
0.05,0.23,0.11,0.51,0.049721994
0.05,0.24,0.0,0.47,0.040052976
0.05,0.24,0.0,0.52,0.042194422
0.05,0.24,0.01,0.48,0.042546686
0.05,0.24,0.02,0.49,0.049559318
0.05,0.24,0.03,0.47,0.047065735
0.05,0.24,0.03,0.5,0.029602116
0.05,0.24,0.03,0.53,0.045599528
0.05,0.24,0.03,0.56,0.04482597
0.05,0.24,0.04,0.51,0.03452708
0.05,0.24,0.04,0.52,0.04103324
0.05,0.24,0.04,0.59,0.026413597
0.05,0.24,0.05,0.48,0.03215061
0.05,0.24,0.05,0.49,0.024588905
0.05,0.24,0.05,0.51,0.046509888
0.05,0.24,0.05,0.52,0.044436604
0.05,0.24,0.06,0.44,0.046835527
0.05,0.24,0.06,0.46,0.04042897
0.05,0.24,0.06,0.47,0.004917404
0.05,0.24,0.06,0.48,0.034460712
0.05,0.24,0.06,0.49,0.014115341
0.05,0.24,0.06,0.51,0.048411835
0.05,0.24,0.06,0.54,0.015825018
0.05,0.24,0.06,0.59,0.047910094
0.05,0.24,0.07,0.42,0.047843125
0.05,0.24,0.07,0.46,0.022843411
0.05,0.24,0.07,0.52,0.04823673
0.05,0.24,0.07,0.54,0.046902668
0.05,0.24,0.08,0.46,0.046437003
0.05,0.24,0.08,0.52,0.03878873
0.05,0.24,0.09,0.46,0.045031138
0.05,0.24,0.11,0.48,0.044410978
0.05,0.25,0.0,0.43,0.04340197
0.05,0.25,0.01,0.54,0.049315985
0.05,0.25,0.02,0.48,0.044543274
0.05,0.25,0.02,0.49,0.037105184
0.05,0.25,0.02,0.56,0.040469613
0.05,0.25,0.03,0.42,0.043645065
0.05,0.25,0.04,0.6,0.04625094
0.05,0.25,0.05,0.44,0.024940273
0.05,0.25,0.05,0.51,0.040088817
0.05,0.25,0.06,0.45,0.038340412
0.05,0.25,0.06,0.47,0.04769571
0.05,0.25,0.06,0.52,0.037745897
0.05,0.25,0.06,0.55,0.030789254
0.05,0.25,0.06,0.58,0.027328499
0.05,0.25,0.07,0.43,0.048576124
0.05,0.25,0.07,0.45,0.048857648
0.05,0.25,0.07,0.47,0.02270202
0.05,0.25,0.07,0.49,0.04578139
0.05,0.25,0.07,0.59,0.04276456
0.05,0.25,0.08,0.46,0.047346164
0.05,0.25,0.09,0.51,0.040574778
0.05,0.26,0.02,0.53,0.027830472
0.05,0.26,0.03,0.51,0.048281364
0.05,0.26,0.03,0.53,0.041030057
0.05,0.26,0.03,0.57,0.042494804
0.05,0.26,0.04,0.48,0.027523797
0.05,0.26,0.04,0.57,0.04936967
0.05,0.26,0.05,0.46,0.045992237
0.05,0.26,0.05,0.5,0.042089738
0.05,0.26,0.05,0.52,0.02967135
0.05,0.26,0.09,0.49,0.042235028
0.05,0.27,0.01,0.48,0.04966393
0.05,0.27,0.04,0.44,0.049374428
0.05,0.27,0.06,0.53,0.042260967
0.05,0.27,0.06,0.57,0.046786744
0.05,0.27,0.07,0.47,0.049084306
0.05,0.27,0.07,0.5,0.038212795
0.05,0.27,0.08,0.5,0.004456084
0.05,0.27,0.08,0.51,0.046520654
0.05,0.27,0.09,0.47,0.04145162
0.05,0.27,0.09,0.56,0.03832378
0.05,0.28,0.04,0.42,0.020102177
0.05,0.28,0.07,0.48,0.039303213
0.05,0.28,0.09,0.51,0.048291825
0.05,0.29,0.07,0.52,0.039969187
0.05,0.3,0.03,0.49,0.012217191
0.06,0.04,0.07,0.6,0.04850384
0.06,0.04,0.09,0.52,0.049553443
0.06,0.04,0.09,0.63,0.049916152
0.06,0.04,0.12,0.59,0.049284782
0.06,0.05,0.06,0.52,0.048777185
0.06,0.05,0.07,0.54,0.049521167
0.06,0.05,0.08,0.53,0.049451422
0.06,0.05,0.08,0.6,0.049285684
0.06,0.05,0.09,0.58,0.041565727
0.06,0.05,0.09,0.59,0.046519063
0.06,0.05,0.09,0.62,0.042959746
0.06,0.05,0.09,0.63,0.04845263
0.06,0.05,0.1,0.57,0.048557848
0.06,0.05,0.11,0.59,0.04059346
0.06,0.05,0.11,0.62,0.04790753
0.06,0.06,0.04,0.53,0.042337436
0.06,0.06,0.05,0.67,0.049905397
0.06,0.06,0.06,0.54,0.039693754
0.06,0.06,0.06,0.57,0.046750315
0.06,0.06,0.06,0.62,0.046599574
0.06,0.06,0.07,0.51,0.039699372
0.06,0.06,0.07,0.52,0.049495302
0.06,0.06,0.07,0.55,0.029616438
0.06,0.06,0.07,0.56,0.03358577
0.06,0.06,0.07,0.57,0.04331717
0.06,0.06,0.07,0.58,0.042544726
0.06,0.06,0.07,0.6,0.042887717
0.06,0.06,0.07,0.61,0.04382889
0.06,0.06,0.08,0.56,0.042994358
0.06,0.06,0.08,0.57,0.03813087
0.06,0.06,0.08,0.59,0.043660566
0.06,0.06,0.08,0.6,0.048636403
0.06,0.06,0.08,0.61,0.036151502
0.06,0.06,0.08,0.62,0.037534565
0.06,0.06,0.09,0.51,0.04713847
0.06,0.06,0.09,0.54,0.03773026
0.06,0.06,0.09,0.55,0.04219918
0.06,0.06,0.09,0.58,0.048470862
0.06,0.06,0.09,0.59,0.045250885
0.06,0.06,0.1,0.55,0.045324605
0.06,0.06,0.1,0.59,0.04983612
0.06,0.06,0.1,0.6,0.04287755
0.06,0.06,0.1,0.62,0.04342275
0.06,0.06,0.11,0.55,0.047991596
0.06,0.06,0.11,0.57,0.04395127
0.06,0.06,0.11,0.58,0.049516845
0.06,0.06,0.12,0.58,0.047911562
0.06,0.06,0.12,0.59,0.044675615
0.06,0.07,0.03,0.49,0.030504037
0.06,0.07,0.03,0.59,0.04547603
0.06,0.07,0.04,0.48,0.047260195
0.06,0.07,0.04,0.59,0.048770376
0.06,0.07,0.04,0.62,0.04919516
0.06,0.07,0.05,0.53,0.038704548
0.06,0.07,0.05,0.57,0.04834107
0.06,0.07,0.05,0.61,0.038936954
0.06,0.07,0.06,0.46,0.034959957
0.06,0.07,0.06,0.49,0.042483762
0.06,0.07,0.06,0.51,0.030624015
0.06,0.07,0.06,0.52,0.03643411
0.06,0.07,0.06,0.54,0.045289036
0.06,0.07,0.06,0.55,0.045798473
0.06,0.07,0.06,0.56,0.038816433
0.06,0.07,0.07,0.53,0.042310987
0.06,0.07,0.07,0.54,0.035101194
0.06,0.07,0.07,0.55,0.04739768
0.06,0.07,0.07,0.56,0.040752344
0.06,0.07,0.07,0.57,0.04763866
0.06,0.07,0.07,0.58,0.043059368
0.06,0.07,0.07,0.6,0.034998056
0.06,0.07,0.08,0.51,0.039620668
0.06,0.07,0.08,0.52,0.043629665
0.06,0.07,0.08,0.56,0.024308534
0.06,0.07,0.08,0.58,0.042954445
0.06,0.07,0.08,0.59,0.04386119
0.06,0.07,0.08,0.6,0.045986194
0.06,0.07,0.08,0.62,0.032302037
0.06,0.07,0.08,0.63,0.035091225
0.06,0.07,0.08,0.64,0.046818856
0.06,0.07,0.08,0.65,0.04787932
0.06,0.07,0.09,0.49,0.046960652
0.06,0.07,0.09,0.54,0.03141545
0.06,0.07,0.09,0.55,0.0380547
0.06,0.07,0.09,0.57,0.04798932
0.06,0.07,0.09,0.58,0.04796558
0.06,0.07,0.09,0.61,0.048371036
0.06,0.07,0.09,0.62,0.04648008
0.06,0.07,0.09,0.64,0.04579701
0.06,0.07,0.1,0.55,0.046648677
0.06,0.07,0.1,0.56,0.030719608
0.06,0.07,0.1,0.58,0.043988615
0.06,0.07,0.1,0.59,0.038519427
0.06,0.07,0.1,0.6,0.03683672
0.06,0.07,0.1,0.63,0.045653757
0.06,0.07,0.1,0.64,0.037925694
0.06,0.07,0.11,0.53,0.044690814
0.06,0.07,0.11,0.55,0.042581856
0.06,0.07,0.11,0.56,0.043917723
0.06,0.07,0.11,0.57,0.04936645
0.06,0.07,0.11,0.58,0.03524232
0.06,0.07,0.11,0.61,0.03534162
0.06,0.07,0.12,0.55,0.047309928
0.06,0.07,0.12,0.56,0.04693568
0.06,0.07,0.12,0.58,0.049753994
0.06,0.07,0.12,0.59,0.04672927
0.06,0.08,0.02,0.56,0.046968758
0.06,0.08,0.03,0.49,0.03496072
0.06,0.08,0.04,0.54,0.04599953
0.06,0.08,0.04,0.55,0.04161865
0.06,0.08,0.05,0.46,0.04769466
0.06,0.08,0.05,0.49,0.037079126
0.06,0.08,0.05,0.51,0.033545874
0.06,0.08,0.05,0.52,0.046083022
0.06,0.08,0.05,0.55,0.0483489
0.06,0.08,0.05,0.57,0.03549845
0.06,0.08,0.05,0.59,0.045799743
0.06,0.08,0.05,0.6,0.018245982
0.06,0.08,0.06,0.5,0.039816692
0.06,0.08,0.06,0.52,0.028007962
0.06,0.08,0.06,0.53,0.045685686
0.06,0.08,0.06,0.54,0.032703277
0.06,0.08,0.06,0.55,0.047673386
0.06,0.08,0.06,0.56,0.028938958
0.06,0.08,0.06,0.57,0.047466826
0.06,0.08,0.06,0.58,0.037250485
0.06,0.08,0.06,0.6,0.037929457
0.06,0.08,0.07,0.49,0.016743971
0.06,0.08,0.07,0.5,0.044654828
0.06,0.08,0.07,0.52,0.043172702
0.06,0.08,0.07,0.54,0.043595318
0.06,0.08,0.07,0.55,0.03355666
0.06,0.08,0.07,0.57,0.043903355
0.06,0.08,0.07,0.58,0.04760764
0.06,0.08,0.07,0.59,0.04040806
0.06,0.08,0.07,0.61,0.041290812
0.06,0.08,0.07,0.62,0.047640186
0.06,0.08,0.07,0.63,0.049974825
0.06,0.08,0.08,0.45,0.048979178
0.06,0.08,0.08,0.52,0.0388905
0.06,0.08,0.08,0.53,0.049147975
0.06,0.08,0.08,0.54,0.0408617
0.06,0.08,0.08,0.55,0.03716496
0.06,0.08,0.08,0.56,0.042612754
0.06,0.08,0.08,0.57,0.036490858
0.06,0.08,0.08,0.58,0.04133302
0.06,0.08,0.08,0.59,0.03574635
0.06,0.08,0.08,0.61,0.043859094
0.06,0.08,0.08,0.62,0.04615876
0.06,0.08,0.09,0.45,0.045755062
0.06,0.08,0.09,0.48,0.04832746
0.06,0.08,0.09,0.5,0.034517203
0.06,0.08,0.09,0.51,0.047241252
0.06,0.08,0.09,0.52,0.033198033
0.06,0.08,0.09,0.53,0.030032337
0.06,0.08,0.09,0.55,0.046712525
0.06,0.08,0.09,0.58,0.037004184
0.06,0.08,0.09,0.59,0.031138789
0.06,0.08,0.09,0.6,0.042873275
0.06,0.08,0.09,0.63,0.039211478
0.06,0.08,0.09,0.64,0.04499611
0.06,0.08,0.1,0.49,0.04390446
0.06,0.08,0.1,0.51,0.040487442
0.06,0.08,0.1,0.52,0.035779417
