rho,eta,c,mu,loss
0,0.41,0,0.56,0.03497458
0,0.41,0,0.57,0.017967502
0,0.41,0,0.58,0.029255867
0,0.41,0,0.59,0.041193936
0,0.41,0,0.6,0.036243502
0,0.41,0,0.61,0.026094558
0,0.41,0,0.65,0.01890648
0,0.41,0.01,0.49,0.029420543
0,0.41,0.01,0.5,0.04044347
0,0.41,0.01,0.52,0.041488323
0,0.41,0.01,0.55,0.02863869
0,0.41,0.01,0.56,0.037885968
0,0.41,0.01,0.57,0.0469861
0,0.41,0.01,0.58,0.02293702
0,0.41,0.01,0.59,0.021736577
0,0.41,0.01,0.6,0.022029378
0,0.41,0.01,0.61,0.02422182
0,0.41,0.01,0.62,0.027333636
0,0.41,0.01,0.63,0.038622748
0,0.41,0.01,0.64,0.02131716
0,0.41,0.01,0.66,0.046638686
0,0.41,0.01,0.69,0.019748736
0,0.41,0.01,0.71,0.038617816
0,0.41,0.01,0.73,0.01902523
0,0.41,0.02,0.47,0.049488056
0,0.41,0.02,0.51,0.021082351
0,0.41,0.02,0.52,0.037923425
0,0.41,0.02,0.55,0.045485303
0,0.41,0.02,0.57,0.035443652
0,0.41,0.02,0.59,0.032431465
0,0.41,0.02,0.6,0.024798788
0,0.41,0.02,0.61,0.041870937
0,0.41,0.02,0.62,0.040978987
0,0.41,0.02,0.64,0.016278902
0,0.41,0.02,0.65,0.032649204
0,0.41,0.02,0.67,0.028945893
0,0.41,0.02,0.69,0.019989595
0,0.41,0.02,0.71,0.047196873
0,0.41,0.02,0.73,0.041405898
0,0.41,0.03,0.5,0.026965
0,0.41,0.03,0.55,0.04652031
0,0.41,0.03,0.57,0.025189564
0,0.41,0.03,0.58,0.023833357
0,0.41,0.03,0.59,0.035804424
0,0.41,0.03,0.62,0.0176717
0,0.41,0.03,0.63,0.029738227
0,0.41,0.03,0.64,0.015029029
0,0.41,0.03,0.65,0.039495908
0,0.41,0.03,0.66,0.0457815
0,0.41,0.03,0.68,0.037210852
0,0.41,0.03,0.71,0.03400914
0,0.41,0.04,0.48,0.019157732
0,0.41,0.04,0.51,0.019686824
0,0.41,0.04,0.52,0.04861533
0,0.41,0.04,0.54,0.049821265
0,0.41,0.04,0.55,0.04541056
0,0.41,0.04,0.56,0.020220133
0,0.41,0.04,0.59,0.03516008
0,0.41,0.04,0.6,0.034553688
0,0.41,0.04,0.61,0.01622764
0,0.41,0.04,0.62,0.037132487
0,0.41,0.04,0.63,0.037289344
0,0.41,0.04,0.64,0.049956426
0,0.41,0.04,0.65,0.037994705
0,0.41,0.04,0.66,0.024179865
0,0.41,0.04,0.67,0.030227019
0,0.41,0.04,0.7,0.041753717
0,0.41,0.05,0.52,0.04419092
0,0.41,0.05,0.53,0.03917753
0,0.41,0.05,0.57,0.040753175
0,0.41,0.05,0.58,0.04936915
0,0.41,0.05,0.63,0.046757635
0,0.41,0.05,0.64,0.039832126
0,0.41,0.05,0.67,0.03960866
0,0.41,0.05,0.7,0.045227423
0,0.41,0.06,0.56,0.038283244
0,0.41,0.06,0.57,0.03982864
0,0.41,0.06,0.6,0.04176192
0,0.41,0.06,0.61,0.04867784
0,0.41,0.06,0.65,0.049353845
0,0.41,0.06,0.67,0.04421236
0,0.41,0.07,0.5,0.048072934
0,0.41,0.07,0.64,0.044370927
0,0.41,0.08,0.57,0.03312767
0,0.41,0.08,0.58,0.044738553
0,0.42,0,0.46,0.04373751
0,0.42,0,0.52,0.0370445
0,0.42,0,0.53,0.024477916
0,0.42,0,0.56,0.018497212
0,0.42,0,0.57,0.019307803
0,0.42,0,0.58,0.030218637
0,0.42,0,0.59,0.039015584
0,0.42,0,0.6,0.045998685
0,0.42,0,0.61,0.04211382
0,0.42,0,0.62,0.04706632
0,0.42,0,0.68,0.0248806
0,0.42,0,0.69,0.027608862
0,0.42,0,0.77,0.04714097
0,0.42,0.01,0.47,0.033783413
0,0.42,0.01,0.5,0.03543122
0,0.42,0.01,0.51,0.034074206
0,0.42,0.01,0.52,0.035219856
0,0.42,0.01,0.53,0.032317914
0,0.42,0.01,0.54,0.013347909
0,0.42,0.01,0.56,0.016552169
0,0.42,0.01,0.59,0.02398221
0,0.42,0.01,0.6,0.028214388
0,0.42,0.01,0.62,0.02548806
0,0.42,0.01,0.63,0.026064375
0,0.42,0.02,0.51,0.025015654
0,0.42,0.02,0.53,0.024035988
0,0.42,0.02,0.54,0.04039016
0,0.42,0.02,0.55,0.047516704
0,0.42,0.02,0.58,0.019267907
0,0.42,0.02,0.6,0.018081112
0,0.42,0.02,0.61,0.035690896
0,0.42,0.02,0.62,0.018785376
0,0.42,0.02,0.64,0.04985174
0,0.42,0.02,0.66,0.03172059
0,0.42,0.02,0.67,0.036188904
0,0.42,0.03,0.48,0.028766524
0,0.42,0.03,0.51,0.045073774
0,0.42,0.03,0.53,0.040979035
0,0.42,0.03,0.54,0.029607113
0,0.42,0.03,0.55,0.038758934
0,0.42,0.03,0.56,0.03898651
0,0.42,0.03,0.57,0.046967864
0,0.42,0.03,0.59,0.03455125
0,0.42,0.03,0.61,0.029236251
0,0.42,0.03,0.62,0.037776433
0,0.42,0.03,0.64,0.04551538
0,0.42,0.03,0.66,0.025192149
0,0.42,0.03,0.68,0.035977643
0,0.42,0.03,0.7,0.026267342
0,0.42,0.04,0.54,0.0275503
0,0.42,0.04,0.55,0.040371016
0,0.42,0.04,0.56,0.031693123
0,0.42,0.04,0.58,0.033205252
0,0.42,0.04,0.6,0.041133057
0,0.42,0.04,0.61,0.021759994
0,0.42,0.04,0.62,0.04677368
0,0.42,0.04,0.63,0.03142036
0,0.42,0.04,0.64,0.042961925
0,0.42,0.05,0.54,0.027113521
0,0.42,0.05,0.56,0.029075252
0,0.42,0.05,0.57,0.037669934
0,0.42,0.05,0.59,0.021612512
0,0.42,0.05,0.61,0.041172445
0,0.42,0.06,0.51,0.043247283
0,0.42,0.06,0.56,0.047139976
0,0.42,0.06,0.57,0.04315139
0,0.42,0.06,0.65,0.046310786
0,0.42,0.06,0.7,0.047746357
0,0.42,0.08,0.56,0.04769463
0,0.43,0,0.51,0.025296213
0,0.43,0,0.52,0.034393776
0,0.43,0,0.53,0.028516777
0,0.43,0,0.55,0.020733735
0,0.43,0,0.57,0.04005899
0,0.43,0,0.6,0.0397455
0,0.43,0,0.62,0.046964534
0,0.43,0,0.64,0.039949533
0,0.43,0,0.66,0.044760037
0,0.43,0,0.67,0.04802711
0,0.43,0.01,0.5,0.04804553
0,0.43,0.01,0.54,0.025531614
0,0.43,0.01,0.55,0.030538112
0,0.43,0.01,0.57,0.015826343
0,0.43,0.01,0.58,0.02260362
0,0.43,0.01,0.59,0.021458345
0,0.43,0.01,0.61,0.01842546
0,0.43,0.01,0.63,0.01664737
0,0.43,0.01,0.65,0.029787349
0,0.43,0.01,0.66,0.014405821
0,0.43,0.01,0.74,0.029969644
0,0.43,0.02,0.55,0.026440088
0,0.43,0.02,0.56,0.035035793
0,0.43,0.02,0.57,0.021809136
0,0.43,0.02,0.58,0.02130374
0,0.43,0.02,0.59,0.013907669
0,0.43,0.02,0.6,0.016660437
0,0.43,0.02,0.61,0.048901215
0,0.43,0.02,0.63,0.017987354
0,0.43,0.02,0.64,0.022618398
0,0.43,0.02,0.66,0.02702866
0,0.43,0.02,0.67,0.047319252
0,0.43,0.03,0.47,0.029817516
0,0.43,0.03,0.49,0.03719269
0,0.43,0.03,0.51,0.04820343
0,0.43,0.03,0.52,0.027870758
0,0.43,0.03,0.53,0.031896796
0,0.43,0.03,0.56,0.032458283
0,0.43,0.03,0.57,0.04502121
0,0.43,0.03,0.58,0.021882165
0,0.43,0.03,0.59,0.0322328
0,0.43,0.03,0.6,0.03073194
0,0.43,0.03,0.61,0.019555047
0,0.43,0.03,0.62,0.048978496
0,0.43,0.03,0.64,0.0185153
0,0.43,0.03,0.72,0.041616734
0,0.43,0.03,0.73,0.034514975
0,0.43,0.04,0.54,0.029961603
0,0.43,0.04,0.56,0.04952691
0,0.43,0.04,0.57,0.03594981
0,0.43,0.04,0.58,0.03981348
0,0.43,0.04,0.59,0.042481277
0,0.43,0.04,0.6,0.045994874
0,0.43,0.04,0.61,0.025964268
0,0.43,0.04,0.65,0.042284485
0,0.43,0.04,0.68,0.0483136
0,0.43,0.05,0.61,0.046591554
0,0.43,0.05,0.65,0.022284005
0,0.43,0.05,0.69,0.0444821
0,0.43,0.06,0.63,0.048889603
0,0.43,0.07,0.56,0.049738042
0,0.43,0.07,0.64,0.049541574
0,0.43,0.08,0.67,0.04349645
0,0.43,0.09,0.6,0.04270275
0,0.44,0,0.52,0.045596156
0,0.44,0,0.57,0.04658886
0,0.44,0,0.6,0.046259567
0,0.44,0,0.61,0.022046067
0,0.44,0,0.62,0.03490882
0,0.44,0,0.65,0.021198096
0,0.44,0,0.66,0.022873295
0,0.44,0,0.69,0.03756924
0,0.44,0,0.7,0.047867764
0,0.44,0.01,0.52,0.016992198
0,0.44,0.01,0.54,0.049206853
0,0.44,0.01,0.56,0.032146268
0,0.44,0.01,0.57,0.015691394
0,0.44,0.01,0.58,0.032929882
0,0.44,0.01,0.59,0.01666639
0,0.44,0.01,0.6,0.014791697
0,0.44,0.01,0.61,0.041133747
0,0.44,0.01,0.63,0.01890692
0,0.44,0.01,0.64,0.032105226
0,0.44,0.01,0.65,0.024553737
0,0.44,0.01,0.69,0.023824897
0,0.44,0.02,0.47,0.038639218
0,0.44,0.02,0.5,0.013065145
0,0.44,0.02,0.51,0.024434917
0,0.44,0.02,0.54,0.04848683
0,0.44,0.02,0.55,0.0434291
0,0.44,0.02,0.57,0.020667555
0,0.44,0.02,0.58,0.03051363
0,0.44,0.02,0.59,0.023742726
0,0.44,0.02,0.6,0.021685354
0,0.44,0.02,0.62,0.02137977
0,0.44,0.02,0.63,0.013889307
0,0.44,0.02,0.64,0.04986194
0,0.44,0.02,0.66,0.017918255
0,0.44,0.02,0.67,0.019874737
0,0.44,0.02,0.68,0.027232405
0,0.44,0.02,0.71,0.04306327
0,0.44,0.03,0.54,0.025123026
0,0.44,0.03,0.56,0.02340459
0,0.44,0.03,0.57,0.032873604
0,0.44,0.03,0.58,0.026292209
0,0.44,0.03,0.61,0.02329591
0,0.44,0.03,0.62,0.04104346
0,0.44,0.03,0.64,0.03485098
0,0.44,0.03,0.71,0.033361442
0,0.44,0.04,0.5,0.045549147
0,0.44,0.04,0.56,0.016587323
0,0.44,0.04,0.57,0.036634527
0,0.44,0.04,0.58,0.04332363
0,0.44,0.04,0.59,0.04674104
0,0.44,0.04,0.62,0.043530315
0,0.44,0.04,0.63,0.040918004
0,0.44,0.04,0.64,0.029911257
0,0.44,0.04,0.65,0.040274758
0,0.44,0.05,0.55,0.025534773
0,0.44,0.05,0.56,0.03939342
0,0.44,0.05,0.57,0.04211617
0,0.44,0.05,0.58,0.03434071
0,0.44,0.05,0.59,0.046473324
0,0.44,0.05,0.6,0.03802008
0,0.44,0.05,0.61,0.0477485
0,0.44,0.05,0.62,0.041072834
0,0.44,0.05,0.7,0.041587446
0,0.44,0.06,0.5,0.04451322
0,0.44,0.06,0.56,0.04313658
0,0.44,0.06,0.58,0.03310328
0,0.44,0.06,0.61,0.044980336
0,0.44,0.06,0.65,0.0350475
0,0.44,0.07,0.57,0.027675994
0,0.44,0.07,0.64,0.028226346
0,0.45,0,0.52,0.039269075
0,0.45,0,0.55,0.022841163
0,0.45,0,0.57,0.049198814
0,0.45,0,0.58,0.029457446
0,0.45,0,0.59,0.017506545
0,0.45,0,0.6,0.015513143
0,0.45,0,0.62,0.017262619
0,0.45,0,0.63,0.035368696
0,0.45,0,0.65,0.040267512
0,0.45,0,0.66,0.047844175
0,0.45,0,0.67,0.029432224
0,0.45,0,0.7,0.046016794
0,0.45,0.01,0.5,0.042539205
0,0.45,0.01,0.51,0.026626855
0,0.45,0.01,0.52,0.039829664
0,0.45,0.01,0.55,0.04131564
0,0.45,0.01,0.57,0.03998409
0,0.45,0.01,0.59,0.016603718
0,0.45,0.01,0.62,0.029596716
0,0.45,0.01,0.64,0.045596343
0,0.45,0.02,0.51,0.01781259
0,0.45,0.02,0.53,0.025027499
0,0.45,0.02,0.54,0.03746448
0,0.45,0.02,0.55,0.013736128
0,0.45,0.02,0.58,0.024445495
0,0.45,0.02,0.59,0.04041759
0,0.45,0.02,0.6,0.041446403
0,0.45,0.02,0.61,0.020250708
0,0.45,0.02,0.62,0.02005235
0,0.45,0.02,0.63,0.014226235
0,0.45,0.02,0.66,0.03603367
0,0.45,0.02,0.69,0.035180937
0,0.45,0.02,0.71,0.037082218
0,0.45,0.03,0.49,0.038564906
0,0.45,0.03,0.55,0.034098387
0,0.45,0.03,0.56,0.033115707
0,0.45,0.03,0.57,0.033882666
0,0.45,0.03,0.58,0.039443936
0,0.45,0.03,0.59,0.03379279
0,0.45,0.03,0.6,0.030875308
0,0.45,0.03,0.62,0.03692481
0,0.45,0.03,0.64,0.02517587
0,0.45,0.03,0.69,0.04168064
0,0.45,0.03,0.73,0.0285387
0,0.45,0.03,0.74,0.04139197
0,0.45,0.04,0.4,0.036717273
0,0.45,0.04,0.55,0.049564213
0,0.45,0.04,0.57,0.0402593
0,0.45,0.04,0.59,0.02478106
0,0.45,0.04,0.61,0.021327939
0,0.45,0.04,0.62,0.04995145
0,0.45,0.04,0.63,0.016249837
0,0.45,0.04,0.64,0.041084003
0,0.45,0.04,0.65,0.026665708
0,0.45,0.04,0.7,0.024757199
0,0.45,0.04,0.72,0.03197281
0,0.45,0.05,0.52,0.027363433
0,0.45,0.05,0.55,0.043628767
0,0.45,0.05,0.6,0.034103584
0,0.45,0.05,0.65,0.046334915
0,0.45,0.05,0.66,0.038514733
0,0.45,0.06,0.53,0.041849963
0,0.45,0.06,0.54,0.04663282
0,0.45,0.06,0.55,0.031026933
0,0.45,0.06,0.6,0.04227513
0,0.45,0.06,0.61,0.035693157
0,0.45,0.06,0.62,0.029471561
0,0.45,0.06,0.65,0.04412889
0,0.45,0.06,0.66,0.037048165
0,0.45,0.07,0.58,0.0385091
0,0.45,0.07,0.71,0.031589117
0,0.46,0,0.53,0.034144785
0,0.46,0,0.55,0.037892815
0,0.46,0,0.56,0.020612106
0,0.46,0,0.57,0.04709719
0,0.46,0,0.58,0.036696196
0,0.46,0,0.59,0.022878664
0,0.46,0,0.6,0.039671194
0,0.46,0,0.61,0.021878133
0,0.46,0,0.63,0.017250782
0,0.46,0,0.65,0.044859853
0,0.46,0,0.7,0.046087272
0,0.46,0.01,0.47,0.0300542
0,0.46,0.01,0.48,0.030074287
0,0.46,0.01,0.51,0.043629773
0,0.46,0.01,0.54,0.014609513
0,0.46,0.01,0.55,0.0369904
0,0.46,0.01,0.56,0.033532765
0,0.46,0.01,0.57,0.017439945
0,0.46,0.01,0.59,0.029708529
0,0.46,0.01,0.6,0.022767816
0,0.46,0.01,0.62,0.019545436
0,0.46,0.01,0.64,0.044866607
0,0.46,0.01,0.69,0.04619687
0,0.46,0.02,0.53,0.0324317
0,0.46,0.02,0.54,0.036557168
0,0.46,0.02,0.55,0.04255145
0,0.46,0.02,0.56,0.028880304
0,0.46,0.02,0.58,0.016784908
0,0.46,0.02,0.61,0.024910308
0,0.46,0.02,0.62,0.0465899
0,0.46,0.02,0.63,0.03971609
0,0.46,0.02,0.64,0.031178094
0,0.46,0.03,0.44,0.014387478
0,0.46,0.03,0.47,0.03387397
0,0.46,0.03,0.51,0.029418707
0,0.46,0.03,0.52,0.033571776
0,0.46,0.03,0.53,0.03286287
0,0.46,0.03,0.54,0.03556485
0,0.46,0.03,0.55,0.02619404
0,0.46,0.03,0.56,0.033472184
0,0.46,0.03,0.59,0.028716063
0,0.46,0.03,0.6,0.028664831
0,0.46,0.03,0.61,0.0392784
0,0.46,0.03,0.62,0.03179532
0,0.46,0.03,0.63,0.019583214
0,0.46,0.03,0.64,0.020919757
0,0.46,0.04,0.47,0.020610921
0,0.46,0.04,0.49,0.037512705
0,0.46,0.04,0.5,0.02750581
0,0.46,0.04,0.51,0.03289559
0,0.46,0.04,0.53,0.037404332
0,0.46,0.04,0.58,0.041994892
0,0.46,0.04,0.59,0.048633456
0,0.46,0.04,0.6,0.042107247
0,0.46,0.04,0.62,0.04418962
0,0.46,0.04,0.63,0.028625004
0,0.46,0.04,0.64,0.025165137
0,0.46,0.04,0.65,0.028692054
0,0.46,0.04,0.66,0.046690717
0,0.46,0.04,0.68,0.036524028
0,0.46,0.05,0.46,0.043167956
0,0.46,0.05,0.49,0.043442555
0,0.46,0.05,0.53,0.0379837
0,0.46,0.05,0.54,0.0487356
0,0.46,0.05,0.57,0.035487235
0,0.46,0.05,0.58,0.043366686
0,0.46,0.05,0.61,0.041985985
0,0.46,0.05,0.62,0.042865265
0,0.46,0.05,0.63,0.04263896
0,0.46,0.05,0.66,0.030352306
0,0.46,0.05,0.7,0.03707564
0,0.46,0.05,0.8,0.04495061
0,0.46,0.06,0.54,0.049552154
0,0.46,0.06,0.56,0.039682943
0,0.46,0.06,0.58,0.020718953
0,0.46,0.06,0.61,0.037638
0,0.46,0.06,0.65,0.04256379
0,0.46,0.06,0.66,0.044965144
0,0.46,0.08,0.58,0.042909645
0,0.46,0.08,0.63,0.0498796
0,0.47,0,0.46,0.029167823
0,0.47,0,0.47,0.046298675
0,0.47,0,0.49,0.01764502
0,0.47,0,0.57,0.02994442
0,0.47,0,0.59,0.04301906
0,0.47,0,0.61,0.018371519
0,0.47,0,0.62,0.018347813
0,0.47,0,0.63,0.043876592
0,0.47,0,0.67,0.04056624
0,0.47,0,0.68,0.033934608
0,0.47,0,0.71,0.044712078
0,0.47,0,0.74,0.017126514
0,0.47,0.01,0.5,0.024859602
0,0.47,0.01,0.53,0.023494042
0,0.47,0.01,0.54,0.03893121
0,0.47,0.01,0.57,0.0209535
0,0.47,0.01,0.58,0.035975356
0,0.47,0.01,0.59,0.041760016
0,0.47,0.01,0.6,0.027165912
0,0.47,0.01,0.61,0.03799452
0,0.47,0.01,0.62,0.03141098
0,0.47,0.01,0.63,0.020999024
0,0.47,0.02,0.48,0.024992332
0,0.47,0.02,0.53,0.023635978
0,0.47,0.02,0.55,0.030499514
0,0.47,0.02,0.56,0.018049857
0,0.47,0.02,0.58,0.02221576
0,0.47,0.02,0.59,0.020017134
0,0.47,0.02,0.6,0.016403547
0,0.47,0.02,0.61,0.026995964
0,0.47,0.02,0.62,0.03916566
0,0.47,0.02,0.63,0.020651579
0,0.47,0.02,0.66,0.031219501
0,0.47,0.03,0.47,0.04040248
0,0.47,0.03,0.48,0.0403633
0,0.47,0.03,0.53,0.023221722
0,0.47,0.03,0.55,0.022771738
0,0.47,0.03,0.56,0.042162158
0,0.47,0.03,0.58,0.032327864
0,0.47,0.03,0.59,0.020378616
0,0.47,0.03,0.61,0.03363331
0,0.47,0.03,0.62,0.034804936
0,0.47,0.03,0.64,0.01867385
0,0.47,0.03,0.65,0.024634905
0,0.47,0.03,0.67,0.04221691
0,0.47,0.04,0.52,0.045771
0,0.47,0.04,0.54,0.02007844
0,0.47,0.04,0.55,0.022152454
0,0.47,0.04,0.57,0.03132094
0,0.47,0.04,0.58,0.030578218
0,0.47,0.04,0.59,0.019669725
0,0.47,0.04,0.6,0.030496093
0,0.47,0.04,0.62,0.017913148
0,0.47,0.04,0.63,0.03455726
0,0.47,0.04,0.64,0.036111966
0,0.47,0.04,0.65,0.048499618
0,0.47,0.04,0.69,0.03652278
0,0.47,0.05,0.54,0.04032686
0,0.47,0.05,0.56,0.04046004
0,0.47,0.05,0.59,0.040926173
0,0.47,0.05,0.61,0.03357715
0,0.47,0.05,0.62,0.027040254
0,0.47,0.06,0.52,0.040664595
0,0.47,0.06,0.6,0.04259053
0,0.47,0.06,0.62,0.0489295
0,0.47,0.08,0.58,0.049319673
0,0.48,0,0.49,0.03948548
0,0.48,0,0.51,0.013261115
0,0.48,0,0.54,0.023050586
0,0.48,0,0.55,0.036024097
0,0.48,0,0.57,0.031830873
0,0.48,0,0.58,0.0339188
0,0.48,0,0.59,0.03170885
0,0.48,0,0.6,0.03712613
0,0.48,0,0.61,0.040821653
0,0.48,0,0.63,0.019159365
0,0.48,0,0.64,0.038991135
0,0.48,0,0.66,0.014800856
0,0.48,0,0.67,0.023768986
0,0.48,0,0.68,0.027959177
0,0.48,0.01,0.44,0.04647232
0,0.48,0.01,0.47,0.030875642
0,0.48,0.01,0.5,0.024909267
0,0.48,0.01,0.52,0.015249782
0,0.48,0.01,0.55,0.033770554
0,0.48,0.01,0.56,0.01662423
0,0.48,0.01,0.57,0.046402108
0,0.48,0.01,0.58,0.03194472
0,0.48,0.01,0.59,0.018052544
0,0.48,0.01,0.6,0.029833907
0,0.48,0.01,0.62,0.023012325
0,0.48,0.01,0.65,0.030186096
0,0.48,0.01,0.66,0.03252521
0,0.48,0.02,0.55,0.026601397
0,0.48,0.02,0.56,0.019593261
0,0.48,0.02,0.57,0.02454859
0,0.48,0.02,0.59,0.013696807
0,0.48,0.02,0.6,0.035349403
0,0.48,0.02,0.61,0.04022156
0,0.48,0.02,0.63,0.02977705
0,0.48,0.02,0.66,0.047751166
0,0.48,0.02,0.68,0.04929717
0,0.48,0.02,0.69,0.04630509
0,0.48,0.03,0.44,0.049287874
0,0.48,0.03,0.49,0.03938675
0,0.48,0.03,0.52,0.035954893
0,0.48,0.03,0.53,0.038496524
0,0.48,0.03,0.55,0.04836094
0,0.48,0.03,0.56,0.027952516
0,0.48,0.03,0.57,0.020704944
0,0.48,0.03,0.59,0.035146095
0,0.48,0.03,0.6,0.046063732
0,0.48,0.03,0.61,0.041327827
0,0.48,0.03,0.62,0.039356474
0,0.48,0.03,0.65,0.04253325
0,0.48,0.03,0.66,0.036661923
0,0.48,0.03,0.67,0.024893181
0,0.48,0.03,0.68,0.03774395
0,0.48,0.03,0.69,0.018854482
0,0.48,0.04,0.5,0.04528126
0,0.48,0.04,0.52,0.046815746
0,0.48,0.04,0.53,0.033220515
0,0.48,0.04,0.54,0.029207977
0,0.48,0.04,0.55,0.047562145
0,0.48,0.04,0.58,0.045267012
0,0.48,0.04,0.6,0.041888796
0,0.48,0.04,0.61,0.022194704
0,0.48,0.04,0.62,0.032215152
0,0.48,0.04,0.64,0.032367446
0,0.48,0.04,0.65,0.04428002
0,0.48,0.04,0.72,0.030807957
0,0.48,0.05,0.46,0.022409242
0,0.48,0.05,0.54,0.04217824
0,0.48,0.05,0.56,0.04850346
0,0.48,0.05,0.58,0.039314494
0,0.48,0.05,0.63,0.026767572
0,0.48,0.05,0.64,0.044498716
0,0.48,0.05,0.66,0.042047955
0,0.48,0.06,0.47,0.04856624
0,0.48,0.06,0.49,0.046283443
0,0.48,0.06,0.62,0.041726515
0,0.48,0.06,0.63,0.0436889
0,0.48,0.07,0.51,0.03477062
0,0.48,0.08,0.63,0.028490918
0,0.48,0.08,0.64,0.049748022
0,0.49,0,0.47,0.016668737
0,0.49,0,0.49,0.037060015
0,0.49,0,0.57,0.029551325
0,0.49,0,0.58,0.03951244
0,0.49,0,0.59,0.03245358
0,0.49,0,0.6,0.037437778
0,0.49,0,0.62,0.013876129
0,0.49,0,0.63,0.032675084
0,0.49,0,0.64,0.03013669
0,0.49,0,0.66,0.033923373
0,0.49,0,0.67,0.049999505
0,0.49,0,0.69,0.042421766
0,0.49,0.01,0.48,0.034417823
0,0.49,0.01,0.53,0.045359377
0,0.49,0.01,0.54,0.02521371
0,0.49,0.01,0.55,0.03055586
0,0.49,0.01,0.56,0.019666241
0,0.49,0.01,0.57,0.018320074
0,0.49,0.01,0.58,0.03810411
0,0.49,0.01,0.59,0.03759687
0,0.49,0.01,0.6,0.020039026
0,0.49,0.01,0.62,0.015628893
0,0.49,0.01,0.64,0.015186513
0,0.49,0.01,0.68,0.03057463
0,0.49,0.02,0.5,0.041360147
0,0.49,0.02,0.56,0.022399249
0,0.49,0.02,0.57,0.025656248
0,0.49,0.02,0.58,0.036753587
0,0.49,0.02,0.6,0.043577664
0,0.49,0.02,0.61,0.03933435
0,0.49,0.02,0.62,0.038780194
0,0.49,0.02,0.63,0.015278236
0,0.49,0.02,0.64,0.024473017
0,0.49,0.02,0.65,0.025526848
0,0.49,0.02,0.66,0.047272902
0,0.49,0.02,0.67,0.04987425
0,0.49,0.03,0.52,0.0439557
0,0.49,0.03,0.53,0.025192196
0,0.49,0.03,0.54,0.029021215
0,0.49,0.03,0.58,0.04049895
0,0.49,0.03,0.59,0.04020889
0,0.49,0.03,0.6,0.020267999
0,0.49,0.03,0.61,0.027973589
0,0.49,0.03,0.62,0.03970736
0,0.49,0.03,0.63,0.026563825
0,0.49,0.03,0.66,0.035716973
0,0.49,0.03,0.67,0.04228938
0,0.49,0.04,0.53,0.031564984
0,0.49,0.04,0.56,0.042693302
0,0.49,0.04,0.57,0.048056155
0,0.49,0.04,0.58,0.044099003
0,0.49,0.04,0.59,0.029297862
0,0.49,0.04,0.61,0.021494808
0,0.49,0.04,0.64,0.043380015
0,0.49,0.04,0.66,0.044879712
0,0.49,0.04,0.68,0.019244792
0,0.49,0.05,0.51,0.038959824
0,0.49,0.05,0.53,0.047475245
0,0.49,0.05,0.58,0.034666326
0,0.49,0.05,0.67,0.04871468
0,0.49,0.05,0.71,0.039945208
0,0.49,0.06,0.59,0.042827073
0,0.49,0.07,0.56,0.041774295
0,0.49,0.07,0.66,0.04429853
0,0.49,0.07,0.7,0.04857338
0,0.5,0,0.52,0.028059805
0,0.5,0,0.54,0.018435515
0,0.5,0,0.55,0.023744715
0,0.5,0,0.56,0.0428447
0,0.5,0,0.58,0.015984798
0,0.5,0,0.6,0.017633386
0,0.5,0,0.61,0.029647185
0,0.5,0,0.64,0.03521621
0,0.5,0,0.65,0.027996901
0,0.5,0,0.73,0.0350105
0,0.5,0.01,0.54,0.017792277
0,0.5,0.01,0.55,0.012655428
0,0.5,0.01,0.56,0.04416526
0,0.5,0.01,0.57,0.0144194
0,0.5,0.01,0.58,0.043806925
0,0.5,0.01,0.59,0.029172683
0,0.5,0.01,0.6,0.034980386
0,0.5,0.01,0.61,0.047844145
0,0.5,0.01,0.62,0.035584953
0,0.5,0.01,0.64,0.017803147
0,0.5,0.01,0.65,0.01804204
0,0.5,0.01,0.69,0.039961513
0,0.5,0.02,0.5,0.020756878
0,0.5,0.02,0.51,0.03326021
0,0.5,0.02,0.52,0.026500536
0,0.5,0.02,0.53,0.024780275
0,0.5,0.02,0.55,0.032161597
0,0.5,0.02,0.58,0.02834231
0,0.5,0.02,0.59,0.027349673
0,0.5,0.02,0.61,0.036070548
0,0.5,0.02,0.62,0.016917229
0,0.5,0.02,0.64,0.034313448
0,0.5,0.02,0.65,0.025580004
0,0.5,0.02,0.66,0.030944908
0,0.5,0.02,0.67,0.015735174
0,0.5,0.02,0.68,0.022566976
0,0.5,0.02,0.69,0.03758245
0,0.5,0.03,0.51,0.039310835
0,0.5,0.03,0.52,0.030885799
0,0.5,0.03,0.55,0.019944876
0,0.5,0.03,0.56,0.03870854
0,0.5,0.03,0.57,0.043239772
0,0.5,0.03,0.58,0.022860378
0,0.5,0.03,0.59,0.028779252
0,0.5,0.03,0.6,0.01700947
0,0.5,0.03,0.61,0.029947238
0,0.5,0.03,0.62,0.035086885
0,0.5,0.03,0.63,0.015620521
0,0.5,0.03,0.64,0.03335561
0,0.5,0.03,0.66,0.046287984
0,0.5,0.03,0.69,0.032157823
0,0.5,0.03,0.7,0.045874845
0,0.5,0.04,0.55,0.046406697
0,0.5,0.04,0.56,0.026112791
0,0.5,0.04,0.57,0.03501866
0,0.5,0.04,0.58,0.042105902
0,0.5,0.04,0.59,0.043293856
0,0.5,0.04,0.6,0.044669684
0,0.5,0.04,0.61,0.035236735
0,0.5,0.04,0.62,0.042533644
0,0.5,0.04,0.63,0.024936764
